reviews,labels
"I was lucky enough to see Zero Day last night. It's an amazing movie. A very disturbing one at that.<br /><br />In a way, Zero Day is very comparable to ""The Blair Witch Project"". It's shot completley with handheld camcorders. It's about 2 kids. Just your average kids. Andre and Calvin. They start a campaign against there High School entitled ""Army of 2"".<br /><br />The whole story is told in Video Diary form, from the 2 kids. It shows there relationships with there parents, amongst other people, showing that these are just normal kids, just like people we know or who have bumped into. We find out The Army of 2's last mission will be entitles Zero Day. They plan to shoot up there High School.<br /><br />You see how they get access to there guns, how they plan it out, everything. They stress that the media has not affected them at all, and there is no reason for doing this. Like I said, this is all told in Video Diary form, and then they store the tapes in a safety deposit box to be seen after Zero Day.<br /><br />The actual shooting is shown through Survillence Cameras throughout the school. Chilling indeed. The movie is very chilling. Some of the things they say, how they plan it out, you'd just have to see it for yourself. One quote that I remember is the only time Calvin is byhimself. He says ""Andre thinks were just gonna leave in some getaway car, doing this to numerous schools across the country. I don't know what he's thinking, but the only way I'm coming out of the school is in a black plastic bag"".<br /><br />I'm probaly not even giving you guys the proper idea of this film. You really need to see it yourself. It's going around festivals right now.<br /><br />A+.",1
"I actually have a fondness for Christopher Lee, but this just wasn't up to his other performances... and he was one of the better actors.<br /><br />The film does not live up to its premise. It's not that scary, it's overly melodramatic, and it draaaaaags. Every time I thought, ""Oh, HERE comes the good part"" the good part never quite arrived.<br /><br />The Evil Ones aren't at all convincing. Most of the other characters were also lacking in depth.<br /><br />Perhaps if I'd been in the proper frame of mind, I might have enjoyed some MSTie-fication at this film's expense, but.... Naaahhh... Didn't really seem to be worth the effort. It wasn't really very good, it wasn't really very bad, it was just mediocre.",0
"As with all of Angelopoulos' films, ""The Suspended Step of the Stork"" implicitly demands a close and intimate participation on the part of the viewer, a fact that has certainly contributed to the limited popularity of his work. Dialogues are sparing, with no monologues or exchanges exteriorizing the characters' inner conflicts, doubts, or feelings. The filmmaker prefers to keep the viewers away from their own emotional responses, and instead forces them to explore and study the characters' identities for themselves. As a result, the acting is understated and implicit, as opposed to overt and explicit.<br /><br />The action scenes are set between long intervals of contemplation, where the viewer is asked to become a participant, to participate as an actor, by probing his or her own psyche. As in a novel, where the drama rests entirely on the author's writing to provide a template where the reader's imagination and/or past experience flourish, Angelopoulos' drama rests within his images: his uses of the long shots, the long takes, the leisurely pacing, the sparing dialogues that have become his trademark, inviting the viewer to experience the film from his or her personal perspective. Angelopoulos uses silence to capture moments of high intensity, reverting to the non-verbal language of gestures, gazes, sounds, and music, when he believes that words can only take us so far.<br /><br />The music, by Angelopoulos' long time collaborator, Eleni Karaindrou, provides more than just a discreet background, but becomes itself a dramatic element of the story. A large part of the film consists of exterior shots in subtle, subdued colors, recorded in a drab winter light. Angelopoulos presents us with an ""other Greece,"" one far different from the Greece of the tourist brochures, with ethereal blue skies and emerald seas, drowned in an eternal sunshine. Here, the skies are covered and gray, the air is cold and misty, and the sands of the pristine beaches have been replaced by the trampled, dirty snow of the village streets. Angelopoulos' genius through Arvanitis' camera is on display throughout the film.<br /><br />""The Suspended Step of the Stork"" is above all else a political statement aimed at the socio-political situation in the Balkans at the end of the twentieth century. It is deeply concerned with the meaning of ""borders,"" and with those who are the victims of the confusion between nations. In the ""waiting room"" facing the Albanian border, the refugees, political or other, outcast by the rest of humanity, wait. They may be stuck against a political border, but unfortunately they still carry with them, and hang on, deeper ancestral borders: those of the languages, of the customs, and of the races. Although Angelopoulos' political views are well known, the film steers clear of any political discourse regarding the causes of the refugees' plights. In the process, Angelopoulos forces us to meditate on the concepts of geographical, cultural, political, and personal ""borders."" <br /><br />Angelopoulos considers himself a historian of twentieth century Greece, and he likes to bring lessons from the Hellenic myths into his discussions. In this film, he does some border crossing himself between the Greek and Italian cultures, drawing from a combined Homeric and Dantesque tradition of Odysseus' travel. Alexander is a Telemachus, in search of a story about an aging Greek politician/Odysseus who disappeared, never to be heard of again. This political man, a brilliant orator, unexpectedly and inexplicably left the comfort of his bourgeois existence, his wife, and his brilliant career, to live anonymously in a refugee camp with the lowest of the low. He became a poet in exile wondering how to change the world. Of course, the ""politician"" is not Alexander's father, but the ""politician"" stands before Alexander like a father figure/Odysseus. As with Homer's Telemachus, Alexander grows as a person during his odyssey.<br /><br />Of course, it would be wrong to try and see in the film a retelling of Homer's Odyssey in a contemporary context. Angelopoulos draws on Odysseus's travels only as structuring and thematic elements for his film. In Angelopoulos' ending, ""Odysseus"" is more like the Dante's Odysseus: he does not leave for Ithaca but goes on, ""carrying a suitcase."" And Alexander/Telemachus is ""suspended"" between returning to his home and his career, or embarking on a voyage to ""somewhere else."" He states as much, in a voice-over at the beginning of the film, paraphrasing few lines from Dante's ""Inferno"": ""And don't forget that the time for a voyage has come again. The wind blows your eyes far away."" <br /><br />Finally, although Angelopoulos is not a religious person, there is a Greek Orthodox religious theme introduced during the film in the form of the yellow-suited linesmen, who go around bettering things for their fellow human beings by reconnecting communications, and also the Christ-like figure of the ""politician."" In the final scene, these men in yellow demonstrate once more the Byzantine iconography's influence in Angelopoulos' work. They appear like ""stylites,"" religious figures found in the Orthodox tradition, solitary and fervent men who took up their abode upon the tops of pillars, in a form of asceticism.<br /><br />The film ends without a resolution as to the true identity of the character played by Mastroianni. Angelopoulos does not give us any clues, and the wife's statement, ""It's not him,"" is far from convincing and left ambiguous enough. The important question of the film is not whether he is or is not the vanished politician, but that he could be the politician. But the film still ends on an optimistic note. Whereas the wires strung from pole to pole run only along the river, and thus communications across the border are still not possible, and it remains impenetrable, we note that this final scene is taken from a point of view across the river: the camera has crossed the border, and the reverse tracking shot is inviting Alexander and the viewer to follow beyond the boundary. On this account, Angelopoulos gives us hope that somehow, some of the borders will eventually crumble.",1
"Alright, this film is the representation of several things. For starters, this film is about a disgruntled student who brings a gun to school and shoots roughly 9 students. One student survives and is in the hospital with extensive head injuries. The lead character is what several people who consider a 'loner/goth', despite the movie's stating of her not being so. She seems quite mysterious, but was also the only unharmed student in the victimized classroom. She's questioned, due to having a history of knowing the shooter and having a record of being on the phone with him the night before. Anyhow, she's a very brief and distant person who seems to despise society. Yet, due to some, at first unexplained events, she spent roughly a year out of school, failing the grade. She has the desire to graduate, and the principle practically cons her into the only possible way she can pass is to spend time with the survivor, the girl in the hospital.<br /><br />These two leads are nearly entirely opposite, and they are quite that on a social level. While Alisha is a quiet, inwardly disturbed, anti-social 'goth' girl who spends her time entirely alone (even though she seems to read quite often, somewhat of a closet/out of the closet bookworm), the other girl is a rich, popular 'bubbly' girl who seems always incredibly optimistic and trapped in her own fantasy world, ignoring the outside world and its realism to survive. I feel both of these roles to a marvelous job of representing MOST 'cliques' in the modern highschool, but more importantly shows how two entirely opposite girls who know nothing of each other eventually open to each other. While the injured girl learns a deep, meaningful truth on her once sheltered life and the outside world, Alisha learns that complete abandonment of society and locking everything inside is not always the best thing.<br /><br />Many people will look to the connection between these two girls and see one of two things. Either, a snobby, hateful girl who wants he rest of the world to suffer as she does, taking it out on an innocent girl, OR the story of a seemingly trapped, fantasized girl who meets an outcast to society and learns not only not to judge, but that she is actually, perhaps, one of the most intelligent people she's known. In other words, people may see this film as a focus on Alisha teaching the other girl a lesson about life, but it isn't about that.<br /><br />This film is about SEVERAL things. While it is about all I have stated, it is also representative of how people deal from a large, life-changing catastrophe. Truly, this movie is not very symbolic, but instead incredibly straight forward with its message, as long as you aren't afraid to open your mind, and your heart, to some emotions you may not be familiar with being portrayed so miraculously.<br /><br />Overall, this film is one of the best I've ever seen. The acting is brilliant, the storyline and representation is deep and meaningful, and the emotion flowing through-out this film will have anyone not only relating, but possibly crying. This film is by far heart-wrenching, and very impactful, and if I ever believed any film could alter a person's life... this would be the first that could have changed mine.<br /><br />I adored this movie, if you ever want a movie that's moving and impactful, while incredibly entertaining and REAL, watch this.",1
"I have read many comments on this site criticizing The Blob for being cheesy and or campy. The movie has been faulted for amateurish acting and weak special effects. What would you expect from a group of folks whose only experience has been in the production of low budget, locally produced (Valley Forge PA) Christian Shorts. Let me tell those overly critical reviewers that this film never took itself all that serious. That fact should be evident from the mismatched theme music complete with silly lyrics played over the opening credits. For what it was meant to be, this film is excellent. I have seen a few of the recent ultra low budget attempts, Blair Witch Project was one of them, that have absolutely no entertainment value or intelligent thought behind their plot. BWP was pure excrement. The Blob, on the other hand, was well thought out, well scripted, and thoroughly entertaining. The scene where the old man comes across the meteorite and pokes the mass contained within with a stick was excellently done and genuinely creepy. The scene in the doctor's office with the Blob slowly moving under the blanket on the gurney while it consumed the old man was a cinematic horror masterpiece. Bottom line is, I love this movie. I challenge anyone out there to take $120,000.00, inflated for today's dollar value, and make a film anywhere near as entertaining and or as successful as the Blob. It just can't be done. PERIOD! <br /><br />Thank you for taking time to read this review.",1
"I'm not going to bag this film for all the myriad technical f|u|c|k|u|p|s, it would take two days to outline how the whole thing isn't even remotely possible. Others have pointed out all the relevant stupidities already.<br /><br />Given all that, I still could have sort of enjoyed it, if only they hadn't included all the maudlin, nauseating, infuriating, Disneyesque sentimental crap, which is so out of place anywhere, but nowhere more than out in space, where the tiniest mistake can mean instant death.<br /><br />The ""crew"", as well as the ""real"" astronaut were equally guilty of putting all their fatuous nonsense ahead of everything else. It completely ruined any value the production may have had left.<br /><br />I'm surprised NASA let this garbage out so that so many people would get so much misinformation about something so important to them. If you haven't seen this yet, save yourself the irritation. Watch Apollo 13 again. At least that tried to be sort of real.",0
"""A young woman unwittingly becomes part of a kidnapping plot involving the son of a movie producer she is babysitting. The kidnappers happen to be former business partners of the son's father and are looking to exact some revenge on him. Our babysitter must bide her time and wait to see what will become of the son and herself, while the kidnappers begin to argue amongst themselves, placing the kidnap victims in great peril,"" according to the DVD sleeve's synopsis.<br /><br />That acclaimed director René Clément could be responsible for this haphazard crime thriller is the real shocker. Despite beginning with the appearance of having been edited in a washing machine, the film develops a linear storyline. Once you've figured out what is going on, the engaging Maria Schneider (as Michelle) and endearing John Whittington (as Boots) can get you through the film. There are a couple of female nude scenes, which fit into the storyline well.<br /><br />**** Wanted: Babysitter (10/15/75) René Clément ~ Maria Schneider, John Whittington, Vic Morrow",0
"Race car drivers say that 100 mph seems fast till you've driven 150, and 150 mph seems fast till you've driven 250.<br /><br />OK.<br /><br />Andalusian Dog seems breathtakingly bizarre till you've seen Eraserhead, and Eraserhead seems breathtakingly bizarre till you've seen Begotten.<br /><br />And Begotten seems breathtakingly bizarre till you've seen the works of C. Frederic Hobbs. Race fans, there is NOTHING in all the world of film like the works of C. Frederic Hobbs.<br /><br />Alabama's Ghost comes as close as any of his films to having a coherent plot, and it only involves hippies, rock concerts, voodoo, ghosts, vampires, robots, magicians, corrupt multinational corporations, elephants and Mystery Gas. And the Fabulous Woodmobile, cruising the Sunset District in San Francisco, of course.<br /><br />What's really startling is that somebody gave him a LOT of money to make Alabama's Ghost. There's sets, lighting, hundreds of extras, costumes, lots and lots of effects. Somehow that makes Alabama's Ghost SO WRONG. You watch some awful cheeseball like Night of Horror or Plutonium Baby, and at least some part of the weirdness is excusable on the basis that they were obviously making the film off the headroom on their Discover cards. But Alabama's Ghost was made with an actual budget, and that's EVIL. I mean, I've got a script about a tribe of cannibals living in Thunder Bay, Ontario, building a secret temple in the woods out of Twizzlers, and nobody's beating down MY door waving a checkbook - how did this guy get the funds for FOUR of the flakiest movies ever made?",0
"I had the misfortune of wasting 10 quid buying SS new movie on DVD: Attack Force. Now i usually can suspend my belief watching films like this. A pinch of salt and some beers on a dark evening on the sofa watching a noisy late evening shoot em up is perfect for a single alpha male like me. I bought this film thinking I'd see cool martial arts and shoot em up.<br /><br />Did i hell. Segal is old and bloated, the plot was ludicrous even by SS standards and to cap it all off Segal's acting (such as it was to start with) is exceptionally dire. So dire in fact that half of his voice was dubbed over by a man who sounded NOTHING LIKE HIM. Either SS cant act no more (a moot point) of the crew were so dreadful at their jobs they couldn't record the sound properly. The voice would flick back and forth between Mr Whisper Segal and the man who does voice overs for Honda adverts!<br /><br />Plot wise isn't the issue because most action films work along the same premise as this one, nothing new there. The usual mix of characters who will die horribly as cannon fodder and stereotyped bad guys waiting to get blown away.<br /><br />Avoid this film like you would avoid walking in front of a speeding train or a dose of H5N1 avian flu.<br /><br />Utter garbage.<br /><br />1/10<br /><br />This has been a public health warning.",0
"Besides all of the technical mistakes ....<br /><br />How about a female flight attendant who's able to kill, all by herself, 4 out of the 7 terrorists (including ex marines), 2 of whom without even using a gun. Then, she lands the plane perfectly. We're not talking about Sigourney Weaver or Linda Hamilton; we're talking about a regular, frightened, yet very well composed flight attendant. :D How about the leader in charge of the assault/rescue squad, having a full-proof (according to the logic of the script) plan of sleep-gassing everyone and having someone from his team fly the plane. Only he decides at the spur of the moment to change plans and instead lead an attack on the terrorists, guns blazing, not knowing where the terrorists are, or how many, and not securing a position of advantage, so that his whole team gets easily wiped out. Yeah, that's using the old noggin. Only later to decide to use the sleep gas anyway. And it turns out useless for all intensive purposes.<br /><br />Bad as this movie was, though, I couldn't stop myself from watching and wondering, what next? :D I can't help but imagine all the excellent, unemployed script writers thinking to themselves, it's not fair. lol! :D",0
One of THE comedies of the 1970's. Also has the best signature tune of any comedy show. The story is about three people sharing a flat living above their landlords George and Mildred. The comedy rests on the mix of the people sharing. A man and two women. Richard O' Sullivan is besotted with Paula Wilcox. Its played in a gentle and not a leering way which is why this show was such a success.<br /><br />The scripts and the stars were always giving the best performances and Richard's frustrated love life was shown with a relaxed charm. The end titles contained visual jokes which went unnoticed in the early 1970's but concerned the flat sharers living arrangements.,1
"The original animated Dark Knight returns in this ace adventure movie that rivals Mask of Phantasm in its coolness. There's a lot of style and intelligence in Mystery of the Batwoman, so much more than Batman Forever or Batman and Robin.<br /><br />There's a new crime-fighter on the streets of Gotham. She dresses like a bat but she's not a grown-up Batgirl. And Batman is denying any affiliation with her. Meanwhile Bruce Wayne has to deal with the usual romances and detective work. But the Penguin, Bain and the local Mob makes things little more complicated.<br /><br />I didn't have high hopes for this 'un since being strongly let down but the weak Batman: Sub Zero (Robin isn't featured so much here!)but I was delighted with the imaginative and exciting set pieces, the clever plot and a cheeky sense of humor. This is definitely a movie no fan of Batman should be without. Keep your ears open for a really catchy song called 'Betcha Neva' which is featured prominently through-out.<br /><br />It's a shame the DVD isn't so great. Don't get me wrong there are some great features (the short 'Chase Me' is awesome) and a very cool Dolby 5.1 soundtrack but... the movie is presented in Pan and Scan. Batman: Mystery of the Batwoman was drawn and shot in 1.85:1 but this DVD is presented in 1.33:1 an in comparison to the widescreen clips shown on the features there IS picture cut off on both sides. I find this extremely annoying considering Mask of Phantasm was presented in anamorphic widescreen. Warner have had to re-release literally dozens of movies on DVD because people have complained about the lack of Original Aspect Ratio available on some titles. Why they chose to make that same mistake here again is beyond me.<br /><br />I would give this DVD 5/5 but the lack of OAR brings the overall score down to 4/5. It's a shame because widescreen would have completed a great DVD package.",1
"I was eager to see ""Mr. Fix It"" because I'm a huge David Boreanaz fan. What I got, though, was a 1-1/2 hour nap. The premise seemed enjoyable: Boreanaz is Lance Valenteen, proprietor of a business called ""Mr. Fix It"", where dumped men enlist his help to get their girlfriends to take them back.<br /><br />Among the problems with this movie are the editing, script, and acting. Although I've found Boreanaz delightful in his other film roles (with the exception of that ""Crow"" movie he did), this was disappointing. At times, his character was interesting and others, flat. The supporting cast reminded me of soap opera day players. I realize it wasn't a big-budget film, but some of the scene cuts and music just didn't seem right.<br /><br />My advice: watch at your own risk.",0
"I'm trying to decide if jumping into a wood chopper would be more enjoyable than this dreck. It finishes the destruction of what was once a classic couple of films. With Jedi, Menace, Clowns and Sith we have the death of Lucas' career. He wants us to swallow the Annakin is Vader nonsense? I never believed it was true. This film vindicates those feelings. The story hasn't worked since Phantom Moron, and each new film just piled the crap on until all that was left was a toy parade. I have to go. I know where some new rocks to throw are. You want spoilers? Here they come. Luke and Leia are NOT related. Vader is NOT their Father. Duke Countoo should have switched sides while he still could. Yoda has less verbal skills than Yogi Berra. His advice has never been any good to anybody. Obi Wan lied to Luke for the first two films. Annakin didn't build C3P0. He found him in the desert and lied to his Mom about putting him together from scratch. Chewbacca has fleas. This whole mess with Vader and the fall of the Republic can be blamed on that stupid b***h Amma-Lamma-Ding-Dong. If she had any brains she wouldn't have come within a light year of Annie, but she had told do what George Lucas wrote for her. What a dope!",0
"How could 4 out of 16 prior voters give this movie a 10? How could more than half the prior voters give it a 7 or higher? Who is voting here? I can only assume it is primarily kids -- very young kids. The fact is that this is a bad movie in every way. The story is stupid; the acting is hard to even think of as acting; the characters are characterless; and the dialogue is terrible. I saw this one rainy afternoon on the Sci-Fi channel. In the sad event that it is ever rebroadcast, I suggest you read a book instead.",0
"I'm only rating this film as a 3 out of pity because it attempts to be worthwhile. I love to praise a great movie and I'm not biased toward ""male"" movies. Legally blonde was an excellent film. Georgia Rule on the other hand, was a disorganized, weak, poorly written, unrealistic example of movie making at its worst. by the end of the film I didn't care who was lying or if anything was resolved. <br /><br />The most important thing in a film is a good STORY. This story is weak and never develops (just because the subject matter is deep, doesn't mean the story is good). A good story has dynamic characters. A dynamic character is one that experiences a major character change, and is primed for that change over the course of the movie. In Georgia Rule, the character changes were abrupt and undeveloped. Secondly, there were too many ATTEMPTED dynamic characters. Pulling off a really good dynamic character is a tough job and takes time (you've only got a couple hours in a movie). That means that too many attempted dynamic characters will get too little attention to their personal change. Even if I ignore the poorly written story, and the litter of weak dynamic characters, I can't even say I liked anyone. Every character was a mess. That's fine if your're writing American Beauty but not when you're attempting a dramatic comedy. Georgia was a horrible mother, her daughter was a horrible mother and daughter, and Lohan was a horrible excuse for a human being (no I'm not cutting her any slack because she was molested, crap happens to everyone and we're all responsible for our own actions). The ""Dudley Do Right"" Mormon kid should have had the guts not to compromise his religion and commitments...and Simon, I mean seriously, what kind of guy lets a 17 year old girl who's been molested just stay over occasionally (unless he's an actor or a politician). This movie is worth watching if you want to remind yourself what good movie making is NOT!",0
"Listening to the soundtrack at the moment, the images come back with a vividness that makes my longing for a dry eye very strong (in order to be able to type this). I've seen it twice thus far, and I should be ashamed for having seen it *only* twice.<br /><br />I've seen all Miyazaki & Studio Ghibli films, and they are invariably nothing less than masterpieces (except maybe for Nausicaa which was, even in the non-cut up version too premature compared to the nec-plus-ultra manga). Still, their strength sometimes becomes their weakness, as they tend to get too naive/positive (Chihiro), or, with more nuance, a bit too explicit/moralist (Mononoke). At least, compared to for example the other Ghibli master Takahata (Grave of the Fireflies / Only Yesterday / Raccoon Wars). But not this one.<br /><br />In Laputa, Miyazaki pours all the brilliant storytelling that tellers of tales have gathered and perfected over the ages, combined with a bit of morale, but nicely interwoven with not only a completely transcendental atmosphere, but also with the humor and amusement of for example Totoro. Every single main character is perfectly portrayed with their doubts and fears and their qualities that help them overcome difficulties. The pacing is so perfect that I know of nothing except a black hole that would be able to exert such a gravitational pull on your whole being. The story sets out as an action flic with mysteries hinted at, but when the girl falls from the sky, unconscious, floating with the stone, and the main theme kicks in, you get a glimpse of the grand mystery you're about to uncover, but the story then settles and gradually, over a number of carefully selected scenes of action and serene beauty, builds to an unforgettable climax of melancholy, hope, beauty - like, following days of sombre gloom, finally seeing the horizon on a clear morning, knowing the path walked, seeing the distance ahead, but smiling at the mere fact of being able to catch a glimpse of it.<br /><br />It is so like an exploding white light in your skull that if by the time the credits start rolling you have kept your eyes dry and your mind numb, you should see a therapist.<br /><br />Despite the fact that technically-image-wise some more recent Miyazakis might be more overwhelming, this to me remains his undisputed masterpiece. If you take a fraction of a second to realise that this was made back in 1986, you can only come to the conclusion that Hayao Miyazaki is a genius like a star that appears only once every 200 years. This of course has been suggested before, but to me this is his only film that can, on its own, fully illustrate that simple fact. If you miss this during your lifetime, you'll die with a huge gap - which would be a pity, as the coffin costs the same.",1
"This is the best of the 43 films that Rainer Werner Fassbinder made; his most successful at least. He was one of the leading directors in the New Germany after WWII.<br /><br />Hanna Schygulla was magnificent as the cold, calculating Maria Bruan, who lost her husband to the War, found him after she took an American soldier as a lover, lost him again after he went to jail for her, and found him agin at the end. Her day and a half marriage before he disappeared was longer than their time together at the end.<br /><br />Such is life. Things come and go, and you do the best you can. You can give up or adjust you way of thinking to survive. Even though Maria adjusted her thinking and did what she had to do, she never stopped loving Hermann, which makes the end such a tragedy.<br /><br />Excellent drama.",1
"Criticism of the film EVENING, based on the novel by Susan Minot and adapted for the screen by Minot and Michael Cunningham, has been harsh, so harsh that it may have discouraged many viewers from giving the film a try. The primary criticism has centered on the fact that very little happens in this film about a dying woman's fretting over a mistake she made one summer in her youth, that famous actors were given very minor roles, that the entire production was over-hyped, etc. For this viewer, seeing the film on a DVD in the quiet of the home, a very different reaction occurred.<br /><br />Ann Grant Lord (Vanessa Redgrave) is dying in her home by the ocean and her medication and memories allow her to share a man's name - 'Harris' - with her two grown daughters Nina (Toni Colette) and Constance (Natasha Richardson). As her daughters sit at her bedside Ann relives a particular summer when she was a bridesmaid for her best friend Lila (Mamie Gummer) - a marriage both Ann (Claire Danes as the youthful Ann) and Lila's alcoholic brother Buddy (Hugh Dancy) objected to, feeling that Lila was simply marrying a man of her class instead of the boy she had loved - Harris Arden (Patrick Wilson), her housekeeper's son who had become a physician. Harris, Buddy, Lila, and Ann are woven together in a series of infatuations and romances that have been kept secret until now, 50 years later, as Ann is dying. The older Lila (Meryl Streep) visits Ann at the end and the secrets are revealed: 'there are no such things as mistakes - life just goes on.' The film is a delicate mood piece and the script by Minot and Cunningham is rich in atmosphere and subtle life lessons. Yes, there are gaps in the story that could have used more explanation, but in order to maintain the aura of nostalgia of a dying lady's words, such 'holes' are understandable. The film is graced by the presence of not only Redgrave, Richardson (Redgrave's true daughter), Collette, Gummer (Streep's true daughter), Meryl Streep, Claire Danes, Eileen Atkins, Glenn Close, Hugh Dancy and Patrick Wilson, but also with an ensemble cast of brief but very solid performances. The setting is gorgeous (cinematography by Gyula Pados) and the musical score is by the inimitable Jan A.P. Kaczmarek. Lajos Koltai (""Being Julia') directs. Judge this film on your own.... Grady Harp",1
"For my humanities quarter project for school, i chose to do human trafficking. After some research on the internet, i found this DVD and ordered it. I just finished watching it and I am still thinking about it. All I can say is ""Wow"". It is such a compelling story of a 12 year old Vietnamese girl named Holly and an American man named Patric who tries to save her. The ending leaves you breathless, and although it's not a happily-ever-after ending, it is very realistic. It is amazing and I recommend it to anyone! You really connect with Holly and Patric and your heart breaks for her and because of what happens to her. I loved it so much and now I want to know what happens next!",1
"It is an excellent thriller from Turkey which can make sense.Great job from Gokbakar brothers.<br /><br />First of all,i want to point on screen play.Generally screen play in most films from Turkey is not enough,but GEN has the best shots to be said ""perfect"".And also transition parts are really excellent.<br /><br />On the other hand,""Gen"" has a great topic that influence everyone.Especially,a woman ,who wants to be a psyciatrist in a sanitarium ,has a mother that is a habitual insanity.Principal causes and psychological consequences are given in Gen.The only thing you have to do is to combine all the hints.<br /><br />There is an impressive aggression part Doga Rutkay and Sahan Gokbakar played.This performance may be more realistic than "" Irréversible(Monica Bellucci) "".<br /><br />The last thing i want to say is ""Watch this movie,you'll get confused""",1
"A bum gives a Secret Serviceman a tip about a Secret Service man in the presidential detail who plans to kill the president. Baloney. How did the bum know? The script then turns to a most detailed examination of how the Secret Service works, but who cares. Most of this just slows down the movie. All the chases that follow are this film's version of the tiresome car chases of many movies. Then, after a lot of impossible athleticism in which our hero outruns and out-guns all his buddies, we have a shootout in the Toronto City Hall. The Canadians are clearly marked with maple leafs, but how did they get into this? Finally, all is worked out. But it still makes no sense.",0
"I saw this movie at a college film festival back in the 70's - I have been waiting FOREVER for this movie to come out on video (finally it's out). It was made in Brazil, so I assumed that was why it hadn't made it to video yet. I have been checking video stores for the past 15 years waiting for this outstanding movie to come out! It is one of my all-time favorites - but be warned, it is weird, like Werner Herzog weird - its weirdness stems from its super-realism.<br /><br />The movie is based on a true incident back a few centuries ago, in pre-colonial times, when Europeans were first encountering the tribes in the Amazon. A white man is mistaken by a savage tribe of cannibals as their enemy, so they intend to kill him. Before they dispatch him, though, they make him part of their tribe (their custom). The entire movie is like watching a National Geographic documentary as he becomes an accepted member of their tribe. That's it. Cosmic plotline? No. Intense insight into the variety of human life? Definitely.<br /><br />Oh yeah... be warned... this film has definite nudity - this is not some Hollywood schlock flick about noble savages... this film tells it like it was (re-read above: National Geographic, super-realism)<br /><br />",1
"Aim For The Top! Gunbuster is one of those anime series which has classic written all over it. I totally loved this series, and to this day, it remains my favorite anime. And while it was not Gainax's first animated product, it was their first OVA series.<br /><br />Mainly starting out as a parody of the 1970's sports drama Aim For The Ace (Ace O Nerae!), Gunbuster picks up steam as a serious drama toward the ending of episode 2, when Noriko Takaya is forced to relive the death of her father, who was killed in mankind's initial encounter with the insect race Humanity is at war with. It is because of her father's death that Noriko wants to become a combat pilot. But her lack of confidence proves to get in the way at times and she falters. Her friend, Kazumi Amano, even has doubts about Noriko being chosen as a pilot. However, Noriko's coach, Koichiro Ota, has faith in her. And he has made it his personal mission to see that she succeeds at becoming a pilot, for he was a survivor of the battle in which Noriko's father was killed.<br /><br />Other characters include Jung-Freud, a Russian combat pilot assigned to serve with the squadron Noriko and Kazumi belong to, Smith Toren, a love interest for Noriko who is killed in their first sortie together, and Kimiko Higuchi, Noriko's childhood friend. Kimiko's involvement is also of interest, as while Noriko is off in space, Kimiko remains behind on Earth to live a normal life. And because of the acts of time dilation, Kimiko ages normally on Earth while Noriko is relatively the same age as when she left school. By the end of the series, Noriko is roughly 18 years old while Kimiko is in her mid-fifties.<br /><br />All in all, this is an excellent anime series to watch if you are a fan of giant robot mecha and of Gainax animation. If you like Hideaki Anno's other shows, or are a fan of Haruhiko Mikimoto's artwork, then give this show a chance. It will grow on you.",1
